address,bathrooms,bedrooms,buildYear,floorAreaSqm,id,isAgentVerified,isVerifiedListing,listingFeatures/0,listingFeatures/1,listingFeatures/2,listingFeatures/3,listingFeatures/4,listingFeatures/5,mrt/nearbyText,postedOn,price,pricePerAreaText,pricePerSqm,propertyType,psfText,recencyText,tenure,thumbnail,title,url,room_category,row_index,listing_id,final_url,page_title,verdict
613A Punggol Drive,2,1,Built: 2011,93,60225107,FALSE,FALSE,1,2,"1,001 sqft",HDB Flat,99-year Leasehold,Built: 2011,4 min (300 m) from PE7 Damai LRT Station,4 Mar 2026,850000,S$ 849.15 psf,S$ 849.15 psf,For Sale,S$ 849.15 psf,"Listed on Mar 04, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60225107/UPHO.158221009.V550/613A-Punggol-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,613A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-613a-punggol-drive-60225107,1-room,174,60225107,https://www.propertyguru.com.sg/listing/hdb-for-sale-613a-punggol-drive-60225107,"613A Punggol Drive HDB Flat For Sale at S$ 850,000 | PropertyGuru Singapore",active_listing
460D Bukit Batok West Avenue 9,1,1,Built: 2019,48,500069414,FALSE,FALSE,1,1,517 sqft,HDB Flat,99-year Leasehold,Built: 2019,12 min (970 m) from JE2 Tengah Park MRT Station,4 Mar 2026,408000,S$ 789.17 psf,S$ 789.17 psf,For Sale,S$ 789.17 psf,"Listed on Mar 04, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500069414/UPHO.158801339.V550/460D-Bukit-Batok-West-Avenue-9-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,460D Bukit Batok West Avenue 9,https://www.propertyguru.com.sg/listing/hdb-for-sale-460d-bukit-batok-west-avenue-9-500069414,1-room,175,500069414,https://www.propertyguru.com.sg/listing/hdb-for-sale-460d-bukit-batok-west-avenue-9-500069414,"460D Bukit Batok West Avenue 9 HDB Flat For Sale at S$ 408,000 | PropertyGuru Singapore",active_listing
418 Clementi Avenue 1,1,1,Built: 2011,49,500041942,FALSE,FALSE,1,1,527 sqft,HDB Flat,99-year Leasehold,Built: 2011,13 min (1.09 km) from EW23 Clementi MRT Station,3 Mar 2026,445000,S$ 844.40 psf,S$ 844.40 psf,For Sale,S$ 844.40 psf,"Listed on Mar 03, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500041942/UPHO.158383306.V550/418-Clementi-Avenue-1-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,418 Clementi Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-418-clementi-avenue-1-500041942,1-room,176,500041942,https://www.propertyguru.com.sg/listing/hdb-for-sale-418-clementi-avenue-1-500041942,"418 Clementi Avenue 1 HDB Flat For Sale at S$ 415,000 | PropertyGuru Singapore",active_listing
990C Jurong West Street 93,1,1,Built: 2001,52,500048266,FALSE,FALSE,1,1,560 sqft,HDB Flat,99-year Leasehold,Built: 2001,7 min (590 m) from EW28 Pioneer MRT Station,3 Mar 2026,354999,S$ 633.93 psf,S$ 633.93 psf,For Sale,S$ 633.93 psf,"Listed on Mar 03, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500048266/UPHO.158479313.V550/990C-Jurong-West-Street-93-Boon-Lay-Jurong-Tuas-Singapore.jpg,990C Jurong West Street 93,https://www.propertyguru.com.sg/listing/hdb-for-sale-990c-jurong-west-street-93-500048266,1-room,177,500048266,https://www.propertyguru.com.sg/property-for-sale/at-990c-jurong-west-street-93-8004,990C Jurong West Street 93 for Sale in Singapore,active_listing
344 Clementi Avenue 5,1,1,Built: 1978,44,25590965,FALSE,FALSE,1,1,474 sqft,HDB Flat,99-year Leasehold,Built: 1978,7 min (580 m) from EW23 Clementi MRT Station,3 Mar 2026,308000,S$ 649.79 psf,S$ 649.79 psf,For Sale,S$ 649.79 psf,"Listed on Mar 03, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25590965/UPHO.154548280.V550/344-Clementi-Avenue-5-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,344 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-344-clementi-avenue-5-25590965,1-room,178,25590965,https://www.propertyguru.com.sg/listing/hdb-for-sale-344-clementi-avenue-5-25590965,"344 Clementi Avenue 5 HDB Flat For Sale at S$ 308,000 | PropertyGuru Singapore",active_listing
408C Northshore Drive,1,1,NA,47,500068121,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,NA,4 min (300 m) from PW4 Samudera LRT Station,3 Mar 2026,420000,S$ 830.04 psf,S$ 830.04 psf,For Sale,S$ 830.04 psf,"Listed on Mar 03, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500068121/UPHO.158782486.V550/408C-Northshore-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,408C Northshore Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-408c-northshore-drive-500068121,1-room,179,500068121,https://www.propertyguru.com.sg/listing/hdb-for-sale-408c-northshore-drive-500068121,"408C Northshore Drive HDB Flat For Sale at S$ 420,000 | PropertyGuru Singapore",active_listing
514 Bedok North Avenue 2,1,1,Built: 1978,45,500062948,FALSE,FALSE,1,1,484 sqft,HDB Flat,99-year Leasehold,Built: 1978,15 min (1.26 km) from DT30 Bedok Reservoir MRT Station,2 Mar 2026,330000,S$ 681.82 psf,S$ 681.82 psf,For Sale,S$ 681.82 psf,"Listed on Mar 02, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500062948/UPHO.158703283.V550/514-Bedok-North-Avenue-2-Bedok-Upper-East-Coast-Singapore.jpg,514 Bedok North Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-514-bedok-north-avenue-2-500062948,1-room,180,500062948,https://www.propertyguru.com.sg/listing/hdb-for-sale-514-bedok-north-avenue-2-500062948,"514 Bedok North Avenue 2 HDB Flat For Sale at S$ 330,000 | PropertyGuru Singapore",active_listing
479A Yishun Street 42,1,1,Built: 2019,47,500066355,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2019,NA,1 Mar 2026,400000,S$ 790.51 psf,S$ 790.51 psf,For Sale,S$ 790.51 psf,"Listed on Mar 01, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500066355/UPHO.158755528.V550/479A-Yishun-Street-42-Sembawang-Yishun-Singapore.jpg,479A Yishun Street 42,https://www.propertyguru.com.sg/listing/hdb-for-sale-479a-yishun-street-42-500066355,1-room,181,500066355,https://www.propertyguru.com.sg/listing/hdb-for-sale-479a-yishun-street-42-500066355,"479A Yishun Street 42 HDB Flat For Sale at S$ 388,888 | PropertyGuru Singapore",active_listing
614 Elias Road,0,-1,Built: 1994,134,500066251,FALSE,FALSE,Studio,"1,442 sqft",HDB Flat,99-year Leasehold,Built: 1994,NA,14 min (1.2 km) from CP1 Pasir Ris MRT Station,1 Mar 2026,920000,S$ 638.00 psf,S$ 638.00 psf,For Sale,S$ 638.00 psf,"Listed on Mar 01, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500066251/UPHO.158753381.V550/614-Elias-Road-Pasir-Ris-Tampines-Singapore.jpg,614 Elias Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-614-elias-road-500066251,1-room,182,500066251,https://www.propertyguru.com.sg/listing/hdb-for-sale-614-elias-road-500066251,"614 Elias Road HDB Flat For Sale at S$ 920,000 | PropertyGuru Singapore",active_listing
421A Northshore Drive,1,1,NA,47,500057627,FALSE,FALSE,1,1,505 sqft,HDB Flat,99-year Leasehold,NA,6 min (510 m) from PW3 Punggol Point LRT Station,28 Feb 2026,460000,S$ 910.89 psf,S$ 910.89 psf,For Sale,S$ 910.89 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500057627/UPHO.158620266.V550/421A-Northshore-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,421A Northshore Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-421a-northshore-drive-500057627,1-room,183,500057627,https://www.propertyguru.com.sg/listing/hdb-for-sale-421a-northshore-drive-500057627,"421A Northshore Drive HDB Flat For Sale at S$ 460,000 | PropertyGuru Singapore",active_listing
344 Clementi Avenue 5,1,1,Built: 1978,44,500057136,FALSE,FALSE,1,1,473 sqft,HDB Flat,99-year Leasehold,Built: 1978,7 min (580 m) from EW23 Clementi MRT Station,28 Feb 2026,320000,S$ 676.53 psf,S$ 676.53 psf,For Sale,S$ 676.53 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500057136/UPHO.158613662.V550/344-Clementi-Avenue-5-Buona-Vista-West-Coast-Clementi-New-Town-Singapore.jpg,344 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-344-clementi-avenue-5-500057136,1-room,184,500057136,https://www.propertyguru.com.sg/listing/hdb-for-sale-344-clementi-avenue-5-500057136,"344 Clementi Avenue 5 HDB Flat For Sale at S$ 320,000 | PropertyGuru Singapore",active_listing
34 Jalan Bukit Ho Swee,1,1,Built: 1971,51,60174871,FALSE,FALSE,1,1,549 sqft,HDB Flat,99-year Leasehold,Built: 1971,4 min (330 m) from EW17 Tiong Bahru MRT Station,28 Feb 2026,388868,S$ 708.32 psf,S$ 708.32 psf,For Sale,S$ 708.32 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60174871/UPHO.157217790.V550/34-Jalan-Bukit-Ho-Swee-Alexandra-Commonwealth-Singapore.jpg,34 Jalan Bukit Ho Swee,https://www.propertyguru.com.sg/listing/hdb-for-sale-34-jalan-bukit-ho-swee-60174871,1-room,185,60174871,https://www.propertyguru.com.sg/listing/hdb-for-sale-34-jalan-bukit-ho-swee-60174871,"34 Jalan Bukit Ho Swee HDB Flat For Sale at S$ 388,868 | PropertyGuru Singapore",active_listing
408B Northshore Drive,1,1,Built: 2021,47,500065663,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2021,3 min (250 m) from PW4 Samudera LRT Station,28 Feb 2026,428888,S$ 847.60 psf,S$ 847.60 psf,For Sale,S$ 847.60 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500065663/UPHO.158744340.V550/408B-Northshore-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,408B Northshore Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-408b-northshore-drive-500065663,1-room,186,500065663,https://www.propertyguru.com.sg/listing/hdb-for-sale-408b-northshore-drive-500065663,"408B Northshore Drive HDB Flat For Sale at S$ 428,888 | PropertyGuru Singapore",active_listing
478C Yishun Street 44,1,1,Built: 2021,47,500064879,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2021,NA,28 Feb 2026,378888,S$ 748.79 psf,S$ 748.79 psf,For Sale,S$ 748.79 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500064879/UPHO.158732731.V550/478C-Yishun-Street-44-Sembawang-Yishun-Singapore.jpg,478C Yishun Street 44,https://www.propertyguru.com.sg/listing/hdb-for-sale-478c-yishun-street-44-500064879,1-room,188,500064879,https://www.propertyguru.com.sg/property-for-sale/at-478c-yishun-street-44-25768,478C Yishun Street 44 for Sale in Singapore,active_listing
990C Jurong West Street 93,1,1,Built: 2001,52,500065213,FALSE,FALSE,1,1,560 sqft,HDB Flat,99-year Leasehold,Built: 2001,7 min (590 m) from EW28 Pioneer MRT Station,27 Feb 2026,354000,S$ 632.14 psf,S$ 632.14 psf,For Sale,S$ 632.14 psf,"Listed on Feb 27, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500065213/UPHO.158738072.V550/990C-Jurong-West-Street-93-Boon-Lay-Jurong-Tuas-Singapore.jpg,990C Jurong West Street 93,https://www.propertyguru.com.sg/listing/hdb-for-sale-990c-jurong-west-street-93-500065213,1-room,189,500065213,https://www.propertyguru.com.sg/property-for-sale/at-990c-jurong-west-street-93-8004,990C Jurong West Street 93 for Sale in Singapore,active_listing
457B Sengkang West Road,1,1,Built: 2020,38,500065144,FALSE,FALSE,1,1,409 sqft,HDB Flat,99-year Leasehold,Built: 2020,14 min (1.17 km) from SW5 Fernvale LRT Station,27 Feb 2026,450000,"S$ 1,100.24 psf","S$ 1,100.24 psf",For Sale,"S$ 1,100.24 psf","Listed on Feb 27, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500065144/UPHO.158737144.V550/457B-Sengkang-West-Road-Seletar-Yio-Chu-Kang-Singapore.jpg,457B Sengkang West Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-457b-sengkang-west-road-500065144,1-room,190,500065144,https://www.propertyguru.com.sg/property-for-sale/at-457b-sengkang-west-road-25915,457B Sengkang West Road for Sale in Singapore,active_listing
424B Yishun Avenue 11,1,1,Built: 2014,47,60227236,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2014,NA,27 Feb 2026,368000,S$ 727.27 psf,S$ 727.27 psf,For Sale,S$ 727.27 psf,"Listed on Feb 27, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60227236/UPHO.158268925.V550/424B-Yishun-Avenue-11-Sembawang-Yishun-Singapore.jpg,424B Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-424b-yishun-avenue-11-60227236,1-room,191,60227236,https://www.propertyguru.com.sg/property-for-sale/at-424b-yishun-avenue-11-22361,424B Yishun Avenue 11 for Sale in Singapore,active_listing
82 Commonwealth Close,2,1,Built: 1964,46,60104667,FALSE,TRUE,1,2,495 sqft,HDB Flat,99-year Leasehold,Built: 1964,5 min (390 m) from EW20 Commonwealth MRT Station,20 Feb 2026,320000,S$ 646.46 psf,S$ 646.46 psf,For Sale,S$ 646.46 psf,"Listed on Feb 20, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60104667/UPHO.156433414.V550/82-Commonwealth-Close-Alexandra-Commonwealth-Singapore.jpg,82 Commonwealth Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-82-commonwealth-close-60104667,1-room,192,60104667,https://www.propertyguru.com.sg/listing/hdb-for-sale-82-commonwealth-close-60104667,"82 Commonwealth Close HDB Flat For Sale at S$ 320,000 | PropertyGuru Singapore",active_listing
456B Sengkang West Road,1,1,Built: 2019,47,500031135,FALSE,FALSE,1,1,505 sqft,HDB Flat,99-year Leasehold,Built: 2019,12 min (1000 m) from SW5 Fernvale LRT Station,27 Feb 2026,410000,S$ 811.88 psf,S$ 811.88 psf,For Sale,S$ 811.88 psf,"Listed on Feb 27, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500031135/UPHO.158156512.V550/456B-Sengkang-West-Road-Seletar-Yio-Chu-Kang-Singapore.jpg,456B Sengkang West Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-456b-sengkang-west-road-500031135,1-room,193,500031135,https://www.propertyguru.com.sg/listing/hdb-for-sale-456b-sengkang-west-road-500031135,"456B Sengkang West Road HDB Flat For Sale at S$ 410,000 | PropertyGuru Singapore",active_listing
127C Kim Tian Road,1,1,Built: 2013,47,500019374,FALSE,FALSE,1,1,505 sqft,HDB Flat,99-year Leasehold,Built: 2013,11 min (930 m) from EW17 Tiong Bahru MRT Station,27 Feb 2026,535000,"S$ 1,059.41 psf","S$ 1,059.41 psf",For Sale,"S$ 1,059.41 psf","Listed on Feb 27, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500019374/UPHO.157834630.V550/127C-Kim-Tian-Road-Alexandra-Commonwealth-Singapore.jpg,127C Kim Tian Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-127c-kim-tian-road-500019374,1-room,194,500019374,https://www.propertyguru.com.sg/property-for-sale/at-127c-kim-tian-road-21173,127C Kim Tian Road for Sale in Singapore,active_listing
456B Sengkang West Road,1,1,Built: 2019,48,500056728,FALSE,FALSE,1,1,517 sqft,HDB Flat,99-year Leasehold,Built: 2019,12 min (1000 m) from SW5 Fernvale LRT Station,26 Feb 2026,425000,S$ 822.05 psf,S$ 822.05 psf,For Sale,S$ 822.05 psf,"Listed on Feb 26, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500056728/UPHO.158607538.V550/456B-Sengkang-West-Road-Seletar-Yio-Chu-Kang-Singapore.jpg,456B Sengkang West Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-456b-sengkang-west-road-500056728,1-room,195,500056728,https://www.propertyguru.com.sg/property-for-sale/at-456b-sengkang-west-road-25862,456B Sengkang West Road for Sale in Singapore,active_listing
131B Canberra Crescent,1,1,Built: 2020,47,25292193,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2020,5 min (420 m) from NS12 Canberra MRT Station,26 Feb 2026,400000,S$ 790.51 psf,S$ 790.51 psf,For Sale,S$ 790.51 psf,"Listed on Feb 26, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25292193/UPHO.150886483.V550/131B-Canberra-Crescent-Sembawang-Yishun-Singapore.jpg,131B Canberra Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-131b-canberra-crescent-25292193,1-room,196,25292193,https://www.propertyguru.com.sg/property-for-sale/at-131b-canberra-crescent-25841,131B Canberra Crescent for Sale in Singapore,active_listing
438C Bukit Batok West Avenue 8,1,1,Built: 2019,38,500053593,FALSE,FALSE,1,1,409 sqft,HDB Flat,99-year Leasehold,Built: 2019,14 min (1.19 km) from JE2 Tengah Park MRT Station,26 Feb 2026,360000,S$ 880.20 psf,S$ 880.20 psf,For Sale,S$ 880.20 psf,"Listed on Feb 26, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500053593/UPHO.158560288.V550/438C-Bukit-Batok-West-Avenue-8-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,438C Bukit Batok West Avenue 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-438c-bukit-batok-west-avenue-8-500053593,1-room,197,500053593,https://www.propertyguru.com.sg/property-for-sale/at-438c-bukit-batok-west-avenue-8-23753,438C Bukit Batok West Avenue 8 for Sale in Singapore,active_listing
998B Buangkok Crescent,1,1,Built: 2015,38,25413288,FALSE,FALSE,1,1,409 sqft,HDB Flat,99-year Leasehold,Built: 2015,15 min (1.27 km) from SW6 Layar LRT Station,24 Feb 2026,390000,S$ 953.55 psf,S$ 953.55 psf,For Sale,S$ 953.55 psf,"Listed on Feb 24, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25413288/UPHO.152986796.V550/998B-Buangkok-Crescent-Hougang-Punggol-Sengkang-Singapore.jpg,998B Buangkok Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-998b-buangkok-crescent-25413288,1-room,198,25413288,https://www.propertyguru.com.sg/listing/hdb-for-sale-998b-buangkok-crescent-25413288,"998B Buangkok Crescent HDB Flat For Sale at S$ 390,000 | PropertyGuru Singapore",active_listing
408C Northshore Drive,1,1,NA,38,60200058,FALSE,FALSE,1,1,409 sqft,HDB Flat,99-year Leasehold,NA,4 min (300 m) from PW4 Samudera LRT Station,24 Feb 2026,450000,"S$ 1,100.24 psf","S$ 1,100.24 psf",For Sale,"S$ 1,100.24 psf","Listed on Feb 24, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60200058/UPHO.157631799.V550/408C-Northshore-Drive-Hougang-Punggol-Sengkang-Singapore.jpg,408C Northshore Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-408c-northshore-drive-60200058,1-room,199,60200058,https://www.propertyguru.com.sg/property-for-sale/at-408c-northshore-drive-24557,408C Northshore Drive for Sale in Singapore,active_listing
448B Sengkang West Way,1,1,Built: 2013,46,500061498,FALSE,FALSE,1,1,495 sqft,HDB Flat,99-year Leasehold,Built: 2013,6 min (520 m) from SW5 Fernvale LRT Station,24 Feb 2026,388000,S$ 783.84 psf,S$ 783.84 psf,For Sale,S$ 783.84 psf,"Listed on Feb 24, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061498/UPHO.158681244.V550/448B-Sengkang-West-Way-Seletar-Yio-Chu-Kang-Singapore.jpg,448B Sengkang West Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-448b-sengkang-west-way-500061498,1-room,200,500061498,https://www.propertyguru.com.sg/property-for-sale/at-448b-sengkang-west-way-21618,448B Sengkang West Way for Sale in Singapore,active_listing
38 Bedok South Road,1,1,Built: 1977,44,60217616,FALSE,FALSE,1,1,473 sqft,HDB Flat,99-year Leasehold,Built: 1977,17 min (1.44 km) from TE29 Bayshore MRT Station,24 Feb 2026,335000,S$ 708.25 psf,S$ 708.25 psf,For Sale,S$ 708.25 psf,"Listed on Feb 24, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60217616/UPHO.158454801.V550/38-Bedok-South-Road-Bedok-Upper-East-Coast-Singapore.jpg,38 Bedok South Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-38-bedok-south-road-60217616,1-room,201,60217616,https://www.propertyguru.com.sg/listing/hdb-for-sale-38-bedok-south-road-60217616,"38 Bedok South Road HDB Flat For Sale at S$ 335,000 | PropertyGuru Singapore",active_listing
468B Bukit Batok West Avenue 9,1,1,Built: 2021,47,500054344,FALSE,FALSE,1,1,505 sqft,HDB Flat,99-year Leasehold,Built: 2021,14 min (1.15 km) from NS3 Bukit Gombak MRT Station,23 Feb 2026,418000,S$ 827.72 psf,S$ 827.72 psf,For Sale,S$ 827.72 psf,"Listed on Feb 23, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500054344/UPHO.158573252.V550/468B-Bukit-Batok-West-Avenue-9-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,468B Bukit Batok West Avenue 9,https://www.propertyguru.com.sg/listing/hdb-for-sale-468b-bukit-batok-west-avenue-9-500054344,1-room,202,500054344,https://www.propertyguru.com.sg/listing/hdb-for-sale-468b-bukit-batok-west-avenue-9-500054344,"468B Bukit Batok West Avenue 9 HDB Flat For Sale at S$ 418,000 | PropertyGuru Singapore",active_listing
467C Bukit Batok West Avenue 9,1,1,Built: 2021,47,500060733,FALSE,FALSE,1,1,506 sqft,HDB Flat,99-year Leasehold,Built: 2021,15 min (1.24 km) from JE2 Tengah Park MRT Station,22 Feb 2026,420000,S$ 830.04 psf,S$ 830.04 psf,For Sale,S$ 830.04 psf,"Listed on Feb 22, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500060733/UPHO.158669583.V550/467C-Bukit-Batok-West-Avenue-9-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,467C Bukit Batok West Avenue 9,https://www.propertyguru.com.sg/listing/hdb-for-sale-467c-bukit-batok-west-avenue-9-500060733,1-room,203,500060733,https://www.propertyguru.com.sg/listing/hdb-for-sale-467c-bukit-batok-west-avenue-9-500060733,"467C Bukit Batok West Avenue 9 HDB Flat For Sale at S$ 420,000 | PropertyGuru Singapore",active_listing
314 Ang Mo Kio Avenue 3,1,1,Built: 1978,44,60181556,FALSE,FALSE,1,1,473 sqft,HDB Flat,99-year Leasehold,Built: 1978,8 min (630 m) from NS16 Ang Mo Kio MRT Station,22 Feb 2026,345888,S$ 731.26 psf,S$ 731.26 psf,For Sale,S$ 731.26 psf,"Listed on Feb 22, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60181556/UPHO.157292578.V550/314-Ang-Mo-Kio-Avenue-3-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,314 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-314-ang-mo-kio-avenue-3-60181556,1-room,204,60181556,https://www.propertyguru.com.sg/listing/hdb-for-sale-314-ang-mo-kio-avenue-3-60181556,"314 Ang Mo Kio Avenue 3 HDB Flat For Sale at S$ 345,888 | PropertyGuru Singapore",active_listing
990C Jurong West Street 93,1,1,Built: 2001,52,500036227,FALSE,FALSE,1,1,560 sqft,HDB Flat,99-year Leasehold,Built: 2001,7 min (590 m) from EW28 Pioneer MRT Station,22 Feb 2026,355000,S$ 633.93 psf,S$ 633.93 psf,For Sale,S$ 633.93 psf,"Listed on Feb 22, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500036227/UPHO.158288340.V550/990C-Jurong-West-Street-93-Boon-Lay-Jurong-Tuas-Singapore.jpg,990C Jurong West Street 93,https://www.propertyguru.com.sg/listing/hdb-for-sale-990c-jurong-west-street-93-500036227,1-room,205,500036227,https://www.propertyguru.com.sg/property-for-sale/at-990c-jurong-west-street-93-8004,990C Jurong West Street 93 for Sale in Singapore,active_listing
